,PMID,Year
539,25985726,2017
540,25990502,2016
541,25995320,2015
542,26014226,2016
543,26016752,2015
544,26026730,2016
545,26033453,2016
546,26035744,2016
547,26038573,2016
548,26039581,2016
549,26045823,2016
550,26051902,2015
551,26053546,2016
552,26056355,2015
553,26059512,2016
554,26063582,2016
555,26067326,2016
556,26079400,2015
557,26082194,2016
558,26083362,2016
559,26086795,2016
560,26087181,2016
561,26088272,2015
562,26094174,2016
563,26096228,2016
564,26106607,2016
565,26109362,2016
566,26114349,2016
567,26114756,2016
568,26119771,2016
569,26124344,2015
570,26131144,2015
571,26133725,2016
572,26159918,2015
573,26164754,2015
574,26168287,2016
575,26202143,2016
576,26208390,2016
577,26225955,2016
578,26230095,2016
579,26237047,2016
580,26250552,2016
581,26252880,2016
582,26261628,2016
583,26278140,2019
584,26284486,2016
585,26288839,2016
586,26291337,2016
587,26306513,2016
588,26316588,2016
589,26317787,2016
590,26319884,2016
591,26333279,2016
592,26337652,2016
593,26341226,2016
594,26358152,2016
595,26377680,2016
596,26382856,2016
597,26406295,2016
598,26415639,2016
599,26426010,2016
600,26430723,2016
601,26430739,2016
602,26458593,2016
603,26475583,2016
604,26476723,2016
605,26483130,2016
606,26485143,2016
607,26486198,2016
608,26489968,2016
609,26498351,2016
610,26498537,2016
611,26505678,2016
612,26509672,2016
613,26509997,2016
614,26512652,2016
615,26516702,2016
616,26522916,2016
617,26539505,2016
618,26554762,2016
619,26554942,2016
620,26569605,2016
621,26607322,2016
622,26629532,2016
623,26637811,2016
624,26659003,2016
625,26671749,2016
626,26672767,2016
627,26681217,2016
628,26683919,2016
629,26720919,2016
630,26749252,2016
631,26756996,2016
632,26765436,2016
633,26776075,2016
634,26806865,2016
635,26899870,2016
636,26933947,2016
637,26984682,2018
638,27010210,2016
639,27060458,2017
640,27064390,2016
641,27122989,2016
642,27151415,2017
643,27192016,2017
644,27271989,2017
645,27311114,2017
646,27377135,2016
647,27380024,2017
648,27434572,2017
649,27464352,2017
650,27473101,2017
651,27529242,2017
652,27539232,2017
653,27553380,2017
654,27566562,2018
655,27590242,2017
656,27601233,2017
657,27602213,2022
658,27606352,2016
659,27631726,2017
660,27632639,2017
661,27633066,2017
662,27639178,2017
663,27639768,2017
664,27658437,2017
665,27658786,2017
666,27664032,2017
667,27682490,2017
668,27685844,2022
669,27725938,2017
670,27730344,2017
671,27733164,2017
672,27735043,2017
673,27748571,2017
674,27751368,2017
675,27760486,2017
676,27761889,2017
677,27776139,2017
678,27785570,2018
679,27802201,2017
680,27814278,2017
681,27816459,2017
682,27835701,2017
683,27840934,2017
684,27855199,2017
685,27859748,2018
686,27869909,2017
687,27893432,2018
688,27900989,2017
689,27922432,2017
690,27922664,2017
691,27924211,2022
692,27979484,2017
693,27991481,2017
694,27997904,2017
695,28002496,2017
696,28030794,2018
697,28049231,2017
698,28055956,2017
699,28058628,2017
700,28061868,2017
701,28070111,2017
702,28077372,2017
703,28079796,2017
704,28117263,2017
705,28123597,2020
706,28164501,2017
707,28164567,2017
708,28177881,2017
709,28193283,2017
710,28205634,2018
711,28211229,2018
712,28225487,2017
713,28232049,2017
714,28246603,2017
715,28253725,2019
716,28260062,2017
717,28288173,2017
718,28321148,2017
719,28359916,2017
720,28379027,2017
721,28381184,2017
722,28388926,2017
723,28413641,2022
724,28415718,2018
725,28425970,2017
726,28445253,2017
727,28446295,2018
728,28449331,2017
729,28472791,2017
730,28475008,2017
731,28475616,2017
732,28552958,2017
733,28554172,2017
734,28560518,2018
735,28562750,2017
736,28614255,2017
737,28628920,2017
738,28633641,2018
739,28634901,2018
740,28638226,2018
741,28647559,2017
742,28700503,2017
743,28742209,2018
744,28750770,2018
745,28768728,2017
746,28782994,2019
747,28811385,2017
748,28815332,2018
749,28830603,2020
750,28856588,2020
751,28870579,2018
752,28878141,2018
753,28878865,2022
754,28890884,2020
755,28934937,2018
756,28986402,2022
757,29029450,2019
758,29030746,2018
759,29044172,2019
760,29057982,2019
761,29100367,2019
762,29103767,2018
763,29141625,2018
764,29186297,2019
765,29188800,2018
766,29215815,2018
767,29246612,2018
768,29246734,2019
769,29258606,2018
770,29262564,2019
771,29308623,2020
772,29312570,2022
773,29314582,2019
774,29333940,2019
775,29350392,2018
776,29357324,2018
777,29373500,2020
778,29411649,2018
779,29452547,2019
780,29462317,2019
781,29466830,2019
782,29475914,2018
783,29499204,2019
784,29509186,2018
785,29517812,2019
786,29518510,2018
787,29527713,2018
788,29531852,2020
789,29547407,2019
790,29551498,2018
791,29556721,2018
792,29557526,2019
793,29559383,2019
794,29559958,2020
795,29601851,2018
796,29601916,2018
797,29607782,2018
798,29615793,2019
799,29630744,2019
800,29631008,2018
801,29633787,2020
802,29635626,2019
803,29636028,2018
804,29668922,2019
805,29670510,2020
806,29683112,2018
807,29689704,2018
808,29698386,2018
809,29730931,2019
810,29747626,2019
811,29780253,2023
812,29795360,2018
813,29812988,2019
814,29844841,2020
815,29845236,2018
816,29848477,2019
817,29870767,2018
818,29881991,2019
819,29885309,2018
820,29890280,2021
821,29892977,2019
822,29901577,2018
823,29902497,2019
824,29907935,2018
825,29922178,2020
826,29922759,2019
827,29923196,2019
828,29929476,2019
829,29936770,2018
830,29940952,2018
831,29952077,2018
832,29956871,2019
833,29962816,2018
834,29963002,2020
835,29963250,2019
836,29967774,2019
837,29968332,2018
838,29976201,2019
839,29976955,2019
840,29977116,2022
841,29981251,2018
842,29996899,2019
843,30003924,2018
844,30008018,2019
845,30008390,2019
846,30013141,2019
847,30014495,2019
848,30019166,2019
849,30021904,2019
850,30030634,2018
851,30042760,2019
852,30048472,2019
853,30050092,2019
854,30054123,2019
855,30061217,2018
856,30065664,2020
857,30069249,2022
858,30074411,2019
859,30076183,2019
860,30083267,2019
861,30083331,2022
862,30088484,2019
863,30090067,2020
864,30093963,2019
865,30098778,2019
866,30105262,2019
867,30107841,2019
868,30115076,2018
869,30116492,2018
870,30122113,2020
871,30126654,2019
872,30132507,2019
873,30132912,2018
874,30139235,2018
875,30142940,2018
876,30143484,2018
877,30146762,2019
878,30171938,2018
879,30178428,2020
880,30186482,2020
881,30233327,2020
882,30233883,2022
883,30250222,2019
884,30250541,2020
885,30256056,2019
886,30256407,2020
887,30258406,2019
888,30259606,2019
889,30261165,2019
890,30275195,2018
891,30279543,2019
892,30304555,2023
893,30304699,2019
894,30306067,2022
895,30308507,2018
896,30314521,2019
897,30316639,2019
898,30324123,2022
899,30324582,2019
900,30332984,2019
901,30354977,2019
902,30357530,2019
903,30359470,2019
904,30364858,2020
905,30373600,2019
906,14695998,2004
907,15738415,2005
908,16224045,2005
909,16266980,2005
910,16736018,2006
911,16766263,2006
912,17060945,2007
913,17189674,2007
914,17260024,2007
915,17379774,2007
916,17447837,2007
917,17478730,2007
918,17487835,2007
919,17786230,2007
920,17919180,2008
921,17934639,2008
922,18162065,2008
923,18223217,2008
924,18304967,2008
925,18348159,2008
926,18419608,2008
927,18583325,2008
928,18688024,2008
929,18716028,2008
930,18827405,2008
931,18923441,2009
932,19047896,2009
933,19057917,2009
934,19155294,2009
935,19177201,2009
936,19219377,2009
937,19245789,2009
938,19712440,2012
939,19745058,2009
940,20159880,2011
941,20185794,2010
942,20187102,2010
943,20234369,2010
944,20360935,2011
945,20418243,2010
946,20489169,2010
947,20504344,2010
948,20660734,2010
949,20696132,2010
950,20921333,2011
951,21151203,2011
952,21166959,2011
953,21229610,2011
954,21244495,2011
955,21258252,2011
956,21273047,2011
957,21274675,2011
958,21358093,2011
959,21421997,2011
960,21479190,2011
961,21529448,2013
962,21538484,2011
963,21627863,2012
964,21642241,2012
965,21694443,2011
966,21721011,2011
967,21784052,2011
968,21820659,2012
969,21875645,2012
970,21881276,2012
971,21883400,2012
972,21886843,2012
973,21904633,2012
974,21943159,2012
975,21946200,2013
976,21984948,2012
977,22037148,2012
978,22045190,2012
979,22053279,2011
980,22069274,2012
981,22099053,2012
982,22120965,2012
983,22133505,2012
984,22143896,2012
985,22153007,2012
986,22187671,2012
987,22231906,2012
988,22253921,2012
989,22335948,2012
990,22350790,2012
991,22354855,2012
992,22370881,2012
993,22386737,2013
994,22387599,2012
995,22387901,2012
996,22403344,2012
997,22447484,2013
998,22472564,2012
999,22487708,2012
1000,22542158,2012
1001,22587332,2013
1002,22588912,2013
1003,22617246,2012
1004,22683424,2012
1005,22799367,2013
1006,22821209,2012
1007,22865399,2013
1008,22868372,2012
1009,22882958,2014
1010,22884882,2013
1011,22891879,2012
1012,22906258,2013
1013,22927033,2013
1014,22937028,2013
1015,22952344,2013
1016,22954417,2013
1017,22956063,2014
1018,23224754,2013
1019,23264652,2013
1020,23272653,2013
1021,23287814,2013
1022,23339529,2013
1023,23372341,2013
1024,23377530,2013
1025,23388090,2013
1026,23712358,2015
1027,23743335,2013
1028,23895238,2013
1029,23898484,2013
1030,23933230,2013
1031,24023848,2014
1032,24048721,2015
1033,24120842,2014
1034,24135466,2014
1035,24161319,2014
1036,24190459,2014
1037,24259014,2015
1038,24482699,2014
1039,24533739,2015
1040,24553149,2014
1041,24556821,2014
1042,24593209,2014
1043,24651474,2014
1044,24659142,2015
1045,24680405,2014
1046,24786924,2015
1047,24848278,2015
1048,24927876,2015
1049,25093848,2015
1050,25098165,2015
1051,25124998,2015
1052,25128511,2016
1053,25130371,2015
1054,25178939,2015
1055,25258651,2014
1056,25333260,2015
1057,25364765,2014
1058,25384963,2015
1059,25461662,2016
1060,25510566,2015
1061,25531302,2015
1062,25643195,2016
1063,25644077,2015
1064,25687041,2015
1065,25697638,2016
1066,25726255,2015
1067,25736690,2016
1068,25779071,2015
1069,25784212,2016
1070,25790297,2016
1071,25837765,2015
1072,25869877,2016
1073,25894267,2015
1074,25903466,2016
1075,25922707,2015
1076,25948209,2015
1077,25966174,2017
1078,25991015,2017
1079,26164649,2016
1080,26171195,2020
1081,26175178,2017
1082,26198874,2016
1083,26221263,2015
1084,26248417,2015
1085,26316141,2016
1086,26338824,2017
1087,26380927,2016
1088,26395742,2016
1089,26406411,2016
1090,26406942,2016
1091,26434860,2016
1092,26456596,2018
1093,26458312,2019
1094,26525105,2016
1095,26528525,2017
1096,26549593,2016
1097,26562412,2016
1098,26582398,2016
1099,26622415,2020
1100,26631952,2016
1101,26685009,2016
1102,26744876,2016
1103,26756543,2016
1104,26770453,2016
1105,26807325,2016
1106,26812693,2017
1107,26827795,2017
1108,26853698,2016
1109,26867772,2017
1110,26909911,2016
1111,26967895,2016
1112,26978735,2016
1113,26987792,2017
1114,27047250,2016
1115,27155004,2017
1116,27162785,2016
1117,27166186,2017
1118,27215082,2016
1119,27225861,2017
1120,27288814,2017
1121,27297958,2018
1122,27300437,2017
1123,27301461,2017
1124,27323694,2017
1125,27342518,2016
1126,27346801,2017
1127,27371164,2017
1128,27400799,2017
1129,27434290,2017
1130,27434558,2017
1131,27441818,2017
1132,27470555,2017
1133,27477940,2017
1134,27484208,2017
1135,27491928,2017
1136,27502756,2018
1137,27518498,2017
1138,27519051,2017
1139,27522360,2017
1140,27535005,2017
1141,27619068,2017
1142,27766047,2020
1143,27895580,2020
1144,27983524,2017
1145,28197964,2017
1146,28224282,2018
1147,28250354,2017
1148,28319523,2018
1149,28464406,2018
1150,28507466,2020
1151,28751542,2018
1152,28785809,2018
1153,29036525,2019
1154,29095255,2017
1155,29126355,2019
1156,29187235,2018
1157,29191214,2018
1158,29197221,2018
1159,29325906,2019
1160,29373877,2019
1161,29385987,2018
1162,29402769,2018
1163,29506853,2019
1164,29516989,2018
1165,29679553,2018
1166,29795410,2019
1167,29879500,2018
1168,29885402,2019
1169,29888618,2018
1170,29960630,2019
1171,29989302,2019
1172,30009269,2022
1173,30132091,2019
1174,30150203,2019
1175,30160020,2018
1176,30160046,2019
1177,30194557,2019
1178,30248300,2019
1179,30277561,2020
1180,30298490,2019
1181,30311185,2020
1182,30312706,2019
1183,30332417,2019
1184,25642434,2015
1185,19074725,2009
1186,20134314,2010
1187,22892953,2013
1188,23173870,2013
1189,23220912,2013
1190,23463124,2013
1191,23842624,2014
1192,23967079,2014
1193,24135052,2014
1194,24232982,2015
1195,24931464,2014
1196,25677760,2015
1197,26126974,2016
1198,26185105,2016
1199,26339600,2016
1200,26497897,2016
1201,26662386,2016
1202,26802165,2016
1203,26934556,2017
1204,27081702,2017
1205,27497911,2017
1206,27506865,2017
1207,27525839,2017
1208,27529338,2017
1209,27706621,2017
1210,28050558,2017
1211,28512058,2017
1212,29189128,2019
1213,29627222,2018
1214,29676832,2019
1215,30099860,2019
1216,30105874,2019
1217,30109140,2020
1218,30242879,2020
1219,21070682,2011
1220,23386708,2014
1221,24583788,2015
1222,26271186,2016
1223,28178621,2017
1224,28301500,2017
1225,28368488,2017
1226,28785651,2020
1227,19195700,2009
1228,20487546,2010
1229,21182798,2011
1230,21332710,2011
1231,21571355,2011
1232,22406928,2012
1233,22519435,2012
1234,22806310,2013
1235,22932402,2013
1236,22936066,2013
1237,23137501,2013
1238,23233752,2013
1239,23260326,2013
1240,23321165,2013
1241,23391580,2014
1242,23774211,2013
1243,23794259,2013
1244,23822889,2014
1245,23970420,2013
1246,23975664,2014
1247,23982750,2014
1248,24076132,2014
1249,24180461,2014
1250,24223734,2014
1251,24304648,2014
1252,24319365,2014
1253,24330517,2014
1254,24390317,2014
1255,24447552,2014
1256,24460313,2014
1257,24460332,2014
1258,24461971,2015
1259,24531034,2014
1260,24563490,2014
1261,24664585,2014
1262,24858372,2015
1263,24866763,2015
1264,24928469,2015
1265,24935355,2015
1266,24937531,2015
1267,24940606,2015
1268,24961692,2015
1269,24983365,2014
1270,25052605,2015
1271,25086636,2015
1272,25120799,2015
1273,25137071,2015
1274,25161335,2015
1275,25190548,2015
1276,25192889,2015
1277,25279461,2015
1278,25369070,2015
1279,25430553,2015
1280,25528214,2015
1281,25575767,2016
1282,25584485,2015
1283,25584781,2016
1284,25588771,2016
1285,25619461,2015
1286,25636451,2015
1287,25642945,2015
1288,25663689,2015
1289,25672224,2015
1290,25688365,2015
1291,25723320,2015
1292,25733977,2015
1293,25749524,2016
1294,25885099,2016
1295,26046768,2016
1296,26063644,2016
1297,26063956,2016
1298,26078336,2016
1299,26116711,2016
1300,26250939,2016
1301,26301883,2016
1302,26406406,2016
1303,26556949,2016
1304,26575387,2016
1305,26662382,2016
1306,26683209,2016
1307,26692950,2015
1308,26720041,2016
1309,27074850,2017
1310,27109697,2017
1311,27232693,2017
1312,27390862,2017
1313,27420607,2017
1314,27561942,2017
1315,27574784,2016
1316,27696295,2017
1317,27725128,2017
1318,27959953,2017
1319,28141816,2017
1320,28213378,2017
1321,28214846,2017
1322,28284220,2017
1323,28377796,2017
1324,28401565,2018
1325,28422282,2017
1326,28599250,2018
1327,28694210,2017
1328,29166738,2019
1329,29243807,2019
1330,29291025,2022
1331,29654787,2018
1332,29674506,2019
1333,29683761,2019
1334,29684346,2018
1335,29891858,2019
1336,29935272,2019
1337,29959359,2019
1338,30127924,2022
1339,30138915,2018
1340,30166271,2019
1341,30190521,2019
1342,30242085,2019
1343,30336280,2019
1344,30362157,2020
1345,17028596,2006
1346,18695884,2008
1347,18812439,2008
1348,21295551,2011
1349,21445232,2011
1350,21516486,2012
1351,21518431,2011
1352,21920043,2012
1353,22541087,2012
1354,22722712,2013
1355,23055746,2012
1356,23108086,2013
1357,23232598,2013
1358,23566596,2013
1359,23846169,2013
1360,23864342,2014
1361,24122958,2014
1362,24379138,2014
1363,24416156,2014
1364,24626394,2015
1365,24760272,2014
1366,24870778,2015
1367,25155861,2015
1368,25277099,2015
1369,25466375,2015
1370,25503185,2015
1371,25629978,2015
1372,25636448,2015
1373,25736311,2015
1374,25755759,2015
1375,25759982,2016
1376,25790954,2016
1377,25918190,2016
1378,26057451,2015
1379,26091793,2016
1380,26108690,2016
1381,26129878,2016
1382,26247873,2016
1383,26701878,2017
1384,26854484,2016
1385,27044389,2017
1386,27101583,2017
1387,27279796,2017
1388,27399918,2017
1389,27466991,2017
1390,27498785,2017
1391,27511899,2017
1392,27514547,2017
1393,27531352,2018
1394,27531760,2017
1395,27533020,2017
1396,27623390,2018
1397,28351024,2017
1398,28473658,2018
1399,28834127,2017
1400,29644860,2019
1401,29679626,2018
1402,29689401,2018
1403,30352683,2019
1404,30381824,2019
1405,17890317,2007
1406,18519671,2008
1407,18719384,2009
1408,18768788,2008
1409,19116145,2009
1410,19211935,2009
1411,19407485,2009
1412,19807731,2010
1413,19843643,2010
1414,20020497,2010
1415,20073067,2010
1416,20080834,2010
1417,20197299,2010
1418,20431052,2010
1419,20448201,2010
1420,20488920,2010
1421,20519629,2010
1422,20578129,2010
1423,20797623,2010
1424,20924086,2011
1425,20978187,2011
1426,21053104,2012
1427,21138856,2011
1428,21165562,2011
1429,21225432,2011
1430,21255435,2011
1431,21266537,2011
1432,21289068,2011
1433,21292642,2011
1434,21317930,2011
1435,21323860,2012
1436,21327300,2011
1437,21349819,2011
1438,21365509,2012
1439,21383543,2011
1440,21383689,2011
1441,21399664,2011
1442,21425146,2011
1443,21454413,2011
1444,21461574,2011
1445,21464043,2011
1446,21533613,2012
1447,21538319,2011
1448,21544199,2011
1449,21547903,2012
1450,21562367,2011
1451,21610744,2011
1452,21665894,2011
1453,21665895,2011
1454,21673066,2011
1455,21673316,2011
1456,21692953,2011
1457,21702040,2012
1458,21706045,2012
1459,21706058,2012
1460,21707582,2011
1461,21785829,2012
1462,21837748,2012
1463,21868754,2011
1464,21897363,2012
1465,21914401,2012
1466,21917081,2012
1467,21925125,2012
1468,21931274,2012
1469,21946411,2012
1470,21960261,2011
1471,21962230,2012
1472,21969366,2012
1473,21969817,2012
1474,22047961,2012
1475,22072783,2012
1476,22074923,2012
1477,22082000,2012
1478,22089542,2012
1479,22096249,2012
1480,22110741,2012
1481,22117060,2012
1482,22133638,2012
1483,22167392,2013
1484,22231446,2012
1485,22262409,2012
1486,22277129,2012
1487,22282464,2012
1488,22289355,2012
1489,22295098,2012
1490,22308110,2013
1491,22310291,2013
1492,22347519,2012
1493,22370893,2012
1494,22393463,2012
1495,22411914,2012
1496,22459148,2012
1497,22683924,2012
